property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_to_room_ratio
flat,shree vardhman victoria,sector 70,1.5,7692.0,3,5,3,7.0,Relatively New,1527.0,0,1,0,0,0,1,174,650.0
flat,indiabulls centrum park,sector 103,2.45,8522.0,4,6,3,5.0,Relatively New,2602.0,0,1,0,0,0,0,38,718.75
house,bptp visionnaire,sector 70a,5.35,8917.0,4,4,3+,3.0,Relatively New,6000.0,1,1,1,1,0,1,160,1500.0
flat,apex builders,sector 37,0.42,5600.0,2,2,2,4.0,Relatively New,833.0,0,0,0,0,0,0,42,375.0
flat,raheja atlantis,sector 31,5.5,18688.0,4,5,3+,1.0,Relatively New,2663.0,1,1,0,1,0,0,81,735.75
house,independent,sector 26,5.8,32222.0,5,5,3+,2.0,Old Property,1800.0,1,1,1,1,0,0,53,360.0
flat,mapsko paradise,sector 83,0.95,6300.0,3,3,3,1.0,Moderately Old,1489.0,0,0,0,0,0,0,0,502.6666666666667
flat,pareena coban residences,sector 99,1.16,5809.0,3,3,3,3.0,Relatively New,1790.0,0,1,0,0,1,0,49,665.6666666666666
flat,ats marigold,sector 89,1.5,8499.0,3,3,3,5.0,Under Construction,1480.0,0,0,0,0,0,0,96,588.3333333333334
flat,m3m heights,sector 65,2.8,14997.0,3,3,3,20.0,Under Construction,1867.0,0,0,0,0,0,0,91,622.3333333333334
flat,aipl the peaceful homes,sector 70a,2.4,11163.0,3,3,3,11.0,Relatively New,1946.0,0,1,0,0,0,0,108,716.6666666666666
flat,emaar digihomes,sector 62,2.1,13926.0,2,2,3,12.0,New Property,1500.0,0,0,0,0,1,1,49,754.0
flat,shree vardhman flora,sector 90,0.65,4815.0,2,2,3,6.0,Relatively New,1222.0,1,0,0,0,0,0,174,675.0
flat,m3m golfestate,sector 65,5.9,17481.0,3,3,3,18.0,Relatively New,3043.0,1,1,0,0,0,0,76,1125.0
flat,ild greens,sector 37,0.95,5067.0,3,3,3+,0.0,New Property,1697.0,0,0,0,0,0,0,51,625.0
flat,bptp astaire gardens,sector 70a,1.2,7059.0,3,3,3+,2.0,Relatively New,1450.0,0,0,0,0,0,2,38,566.6666666666666
flat,la vida by tata housing,sector 113,1.85,11716.0,3,2,2,7.0,New Property,1429.0,0,0,0,0,0,0,13,526.3333333333334
flat,m3m antalya hills,sector 79,1.15,7497.0,3,3,3+,1.0,Under Construction,1200.0,1,0,0,0,0,0,51,511.3333333333333
flat,orchid petals,sector 49,2.45,11887.0,3,3,3,0.0,Relatively New,1865.0,1,0,0,0,0,0,49,687.0
flat,vatika gurgaon,sector 83,1.25,6313.0,3,3,2,12.0,Moderately Old,1700.0,0,1,0,0,0,0,95,660.0
flat,pyramid elite,sector 86,0.45,7745.0,2,2,1,4.0,Under Construction,646.0,0,0,0,0,0,0,66,290.5
house,ansals florence villa,sector 57,6.0,22222.0,4,5,2,2.0,Old Property,2700.0,0,1,0,1,0,1,20,675.0
flat,ireo skyon,sector 60,3.6,12816.0,4,5,3,24.0,Relatively New,2604.0,0,1,0,0,0,1,49,702.25
flat,ss the leaf,sector 85,1.17,6720.0,2,3,3,10.0,Relatively New,1550.0,0,0,0,0,1,0,49,870.5
house,independent,sector 105,0.55,10913.0,4,4,0,2.0,Moderately Old,56.0,0,0,0,0,0,0,0,126.0
house,eros rosewood villas,sector 49,2.75,19841.0,3,3,1,2.0,Old Property,1386.0,0,0,0,0,1,1,80,462.0
flat,gls avenue 51,sector 92,0.45,6000.0,3,3,1,10.0,Relatively New,833.0,0,0,0,0,0,0,0,250.0
flat,ambience creacions,sector 22,4.78,15469.0,3,4,3,7.0,Relatively New,2500.0,0,1,0,0,1,2,111,1030.0
flat,antriksh heights,sector 84,0.9,6207.0,3,3,3+,12.0,Relatively New,1525.0,0,0,0,0,0,0,166,483.3333333333333
flat,pivotal devaan,sector 84,0.27,7965.0,1,1,1,13.0,Relatively New,387.0,0,0,0,0,0,2,45,339.0
flat,godrej nature plus,sector 33,1.62,13978.0,3,4,3+,3.0,New Property,129.42,0,1,0,0,0,0,100,386.3333333333333
house,ss aaron ville,sector 49,6.5,18808.0,5,5,2,2.0,Relatively New,3456.0,1,1,0,1,0,1,28,691.2
flat,m3m soulitude,sector 89,1.25,8784.0,3,3,0,4.0,New Property,1423.0,0,0,0,0,0,0,61,474.3333333333333
house,ardee city,sector 52,2.25,16071.0,3,3,3,4.0,New Property,1800.0,0,1,0,0,0,1,22,466.6666666666667
flat,indiabulls enigma,sector 110,3.4,10000.0,4,5,3,3.0,Relatively New,3077.0,0,1,1,0,0,0,90,850.0
flat,emaar gurgaon greens,sector 102,1.35,8182.0,3,3,3,5.0,Relatively New,1315.0,0,1,0,0,0,0,119,550.0
flat,la vida by tata housing,sector 113,1.32,10345.0,2,2,2,3.0,Relatively New,1199.0,0,0,0,0,0,0,49,638.0
house,eros rosewood city,sector 49,1.6,3500.0,4,4,3,4.0,New Property,60.0,0,0,0,0,0,1,27,1143.0
house,independent,sector 25,6.5,36111.0,4,3,3,3.0,Moderately Old,1800.0,1,0,0,1,0,0,19,450.0
flat,ats kocoon,sector 109,2.2,10023.0,3,4,3,8.0,Relatively New,1860.0,0,1,0,0,0,0,156,731.6666666666666
flat,mapsko royale ville,sector 82,0.97,5419.0,3,4,2,16.0,Relatively New,1620.0,0,1,0,0,0,0,95,596.6666666666666
house,u block dlf phase 3 road no 21,sector 24,1.6,3292.0,7,5,3+,4.0,Old Property,540.0,0,0,0,0,0,0,0,694.2857142857143
house,independent,sector 39,5.15,14071.0,5,5,0,1.0,Relatively New,3660.0,0,0,0,0,0,0,0,732.0
house,vipul tatvam villa,sector 48,8.4,21000.0,4,5,3+,2.0,Moderately Old,4000.0,1,1,0,1,0,1,49,1000.0
flat,ramprastha skyz,sector 37d,1.1,6377.0,3,3,3+,7.0,Under Construction,1561.0,0,0,0,0,0,0,109,575.0
flat,ambience creacions,sector 22,4.1,28101.0,3,3,3+,2.0,New Property,2069.0,0,0,0,0,0,2,119,486.3333333333333
flat,chd avenue,sector 71,1.16,6655.0,3,3,3,5.0,Moderately Old,1577.0,0,1,0,0,0,1,73,581.0
flat,shree vardhman flora,sector 90,0.8,5926.0,2,3,2,0.0,Relatively New,1350.0,0,0,0,0,0,0,60,675.0
flat,sare homes,sector 92,1.19,5219.0,4,3,3,14.0,Relatively New,2533.0,0,1,0,0,0,0,100,570.0
flat,hsiidc sidco shivalik apartments,manesar,0.6,4000.0,3,2,2,5.0,Moderately Old,1277.0,0,0,0,0,0,0,80,500.0
flat,smart world gems,sector 89,1.05,9519.0,2,2,2,4.0,Under Construction,1103.0,1,0,0,0,1,0,38,551.5
flat,corona optus,sector 37,1.43,7186.0,3,3,3+,2.0,Relatively New,1834.0,0,1,0,0,1,0,49,663.3333333333334
flat,m3m woodshire,sector 107,1.35,5718.0,3,4,3+,8.0,Relatively New,1950.0,0,1,0,0,0,1,74,787.0
flat,orris aster court premier,sector 85,1.45,6840.0,3,4,2,3.0,New Property,1616.0,0,1,0,0,0,0,16,706.6666666666666
flat,spaze privvy the address,sector 93,1.25,6898.0,3,4,2,12.0,Relatively New,1350.0,0,0,0,0,0,1,96,604.0
flat,m3m golf hills phase 1,sector 79,1.7,10828.0,3,2,3,10.0,Relatively New,1570.0,0,0,0,0,0,0,0,523.3333333333334
flat,puri emerald bay,sector 104,2.25,10465.0,3,4,3+,4.0,Relatively New,2303.0,0,1,0,0,0,1,159,716.6666666666666
flat,parsvnath green ville,sector 48,1.6,8377.0,3,3,3+,8.0,Old Property,1895.0,0,0,0,0,1,1,49,636.6666666666666
house,independent,sector 12,1.4,8701.0,2,2,1,2.0,Old Property,166.0,0,0,0,0,0,0,0,804.5
flat,today callidora,sector 73,0.9,5549.0,3,3,3,3.0,Under Construction,1622.0,0,1,0,0,0,0,63,540.6666666666666
house,house number b-34,sector 5,0.8,8889.0,2,2,1,1.0,Old Property,900.0,0,0,0,0,0,0,0,450.0
flat,dlf new town heights,sector 90,1.95,7151.0,4,4,3+,24.0,Relatively New,2456.0,0,1,1,0,0,0,174,681.75
flat,the center court,sector 88a,2.1,12174.0,4,4,3,0.0,New Property,1745.0,1,1,0,0,0,0,142,431.25
flat,shapoorji pallonji joyville gurugram,sector 102,1.24,10206.0,2,2,2,10.0,Relatively New,1100.0,0,0,0,0,0,0,141,607.5
flat,vatika gurgaon,sector 83,0.84,6747.0,2,2,2,7.0,Moderately Old,1127.0,0,0,0,0,0,1,157,622.5
flat,vatika sovereign park,sector 99,2.45,8813.0,3,4,3,1.0,New Property,2516.0,0,1,0,0,0,1,165,926.6666666666666
flat,ss the leaf,sector 85,1.87,7779.0,3,4,3,7.0,Relatively New,2225.0,0,0,0,0,0,0,49,801.3333333333334
house,"nirmal enclave, maruti kunj road",sector 11,0.24,5333.0,2,2,0,2.0,Relatively New,450.0,0,0,0,0,0,0,0,225.0
flat,gls arawali homes,sohna road,0.32,6723.0,2,1,0,0.0,Relatively New,476.0,0,0,0,0,0,0,0,238.0
house,independent,sector 43,5.75,29716.0,4,4,2,2.0,Old Property,1935.0,0,1,1,1,0,0,34,483.75
house,independent,sector 105,0.7,5833.0,3,2,2,1.0,Moderately Old,1200.0,0,0,0,0,0,0,0,400.0
house,independent,sector 24,2.75,7667.0,7,7,3+,3.0,Moderately Old,3000.0,0,0,0,0,1,1,0,512.4285714285714
flat,the pearl apartmen,sector 15,0.43,5584.0,2,2,1,2.0,Relatively New,856.0,0,0,0,0,0,1,28,385.0
flat,the close north,sector 50,2.92,11209.0,3,3,3,10.0,Moderately Old,2600.0,0,1,0,0,0,1,174,868.3333333333334
flat,emaar palm gardens,sector 83,1.8,12000.0,3,4,3+,6.0,Relatively New,1667.0,0,1,0,0,0,1,96,500.0
house,independent,sector 25,8.0,8000.0,3,9,2,3.0,New Property,11111.0,0,0,0,0,0,0,0,3333.3333333333335
flat,hcbs sports ville,sohna road,0.29,5588.0,2,2,1,4.0,Relatively New,577.0,0,0,0,0,0,0,44,259.5
flat,experion the heartsong,sector 108,1.55,7738.0,3,3,3+,7.0,Relatively New,1750.0,0,1,0,1,0,1,174,667.6666666666666
house,suncity township,sector 54,25.0,31110.0,4,4,3+,2.0,Moderately Old,8036.0,1,1,1,1,0,0,0,2009.0
house,independent,sector 2,19.5,27083.0,8,9,3+,2.0,New Property,7200.0,1,1,0,1,0,0,122,900.0
flat,ss the leaf,sector 85,1.05,6402.0,2,2,3,6.0,Relatively New,1484.0,0,0,0,0,1,0,49,820.0
flat,tulip violet,sector 69,1.7,8625.0,4,4,1,12.0,Relatively New,1783.0,0,0,0,0,0,0,88,492.75
flat,dhoot time residency,sector 63,3.0,18270.0,3,3,3+,14.0,Relatively New,1642.0,0,1,0,0,0,1,0,547.3333333333334
flat,raheja vedaanta,sector 108,0.8,4080.0,3,3,3,9.0,Relatively New,1663.0,0,0,0,1,0,0,174,653.6666666666666
flat,m3m golfestate,sector 65,4.94,16234.0,3,4,3,15.0,Moderately Old,2754.0,0,1,0,0,0,0,165,1014.3333333333334
house,international city by sobha phase 2,sector 109,9.4,26111.0,5,6,3+,2.0,Relatively New,3600.0,1,1,1,1,0,1,147,720.0
flat,shree vardhman victoria,sector 70,1.63,8359.0,3,3,3,5.0,New Property,1527.0,0,1,0,0,1,0,49,650.0
flat,laxmi apartment sector 99a gurgaon,sector 99,0.3,4615.0,2,2,1,4.0,New Property,600.0,0,0,0,0,0,0,44,325.0
flat,sare crescent parc,sector 92,0.51,4080.0,3,2,2,2.0,Relatively New,1131.0,0,0,0,0,0,0,72,416.6666666666667
flat,shapoorji pallonji joyville gurugram,sector 102,1.28,10535.0,2,2,3,10.0,Relatively New,1100.0,0,0,0,0,0,0,49,607.5
flat,signature global park,sohna road,0.54,7200.0,2,2,2,4.0,Under Construction,833.0,0,0,0,0,0,0,111,375.0
flat,ramprastha the atrium,sector 37d,1.0,7782.0,3,3,2,4.0,Relatively New,1163.0,0,0,0,0,0,0,13,428.3333333333333
flat,umang monsoon breeze,sector 78,0.9,4615.0,3,3,2,1.0,Moderately Old,1900.0,0,1,0,1,0,0,65,650.0
flat,sare crescent parc,sector 92,1.0,4778.0,4,4,3,9.0,Relatively New,2093.0,0,0,0,0,0,0,0,523.25
flat,green court,sector 90,0.45,7188.0,2,2,1,2.0,New Property,696.0,0,0,0,0,0,1,42,313.0
flat,bestech park view sanskruti,sector 92,1.83,7871.0,4,3,3,8.0,New Property,2104.0,0,1,0,0,0,0,128,581.25
house,vatika india next,sector 82,6.8,20988.0,4,4,3+,3.0,Relatively New,3240.0,0,1,0,0,0,2,110,810.0
flat,m3m merlin,sector 67,3.4,14419.0,3,4,3,16.0,Relatively New,2016.0,0,1,0,0,0,1,174,786.0
flat,emaar gurgaon greens,sector 102,1.4,8485.0,3,3,3,3.0,Relatively New,1315.0,0,1,0,0,0,0,60,550.0
flat,bptp pedestal,sector 70a,1.6,10159.0,3,3,3,2.0,New Property,1750.0,0,1,0,0,1,0,77,525.0
flat,m3m woodshire,sector 107,0.8,5857.0,2,2,3+,14.0,New Property,1236.0,0,0,0,0,0,0,67,683.0
flat,vatika the seven lamps,sector 82,1.28,6819.0,3,3,3,3.0,Relatively New,1800.0,1,0,0,0,0,1,165,625.6666666666666
flat,orris carnation residency,sector 85,0.8,4857.0,3,4,3,4.0,Relatively New,1390.0,0,1,0,0,0,1,40,549.0
flat,tulip violet,sector 69,1.4,8861.0,3,3,2,2.0,Relatively New,1428.0,0,0,0,1,0,0,102,526.6666666666666
flat,m3m woodshire,sector 107,1.39,5887.0,3,4,3+,6.0,Relatively New,2057.0,0,1,0,1,0,1,174,787.0
flat,tarc maceo,sector 91,1.8,7759.0,4,3,3+,0.0,Relatively New,2578.0,1,0,0,1,0,2,45,580.0
flat,pgr shree kripaluji apartment,sector 52,1.4,6087.0,3,3,3+,8.0,Relatively New,2556.0,0,0,0,0,0,1,80,766.6666666666666
flat,dlf regency park,sector 28,2.35,13225.0,3,4,3,8.0,Old Property,1700.0,0,1,0,0,0,1,109,592.3333333333334
flat,dlf new town heights,sector 86,1.25,6477.0,3,4,3+,2.0,Relatively New,1747.0,0,1,0,1,0,0,65,643.3333333333334
flat,capital residences 360,sector 70a,1.55,7844.0,3,3,3,8.0,Relatively New,1600.0,1,1,0,1,1,0,42,658.6666666666666
flat,siddhartha apartment,sector 95,0.72,3664.0,3,3,2,4.0,Relatively New,1800.0,0,0,0,0,1,0,21,655.0
house,independent,sector 8,0.62,11273.0,3,1,0,2.0,Moderately Old,550.0,0,0,0,0,0,0,0,183.33333333333334
flat,signature global solera,sector 107,0.36,6581.0,2,2,2,8.0,Relatively New,608.0,0,0,0,0,0,0,45,273.5
flat,imperia the esfera,sector 37,0.98,5399.0,3,4,3,9.0,Relatively New,1660.0,0,1,0,0,1,0,49,605.0
flat,signature global orchard avenue,sector 93,0.38,6387.0,2,2,2,7.0,Relatively New,661.0,0,0,0,0,0,0,16,297.5
flat,ats triumph,sector 104,2.3,10000.0,3,4,3+,15.0,New Property,2544.0,0,1,0,0,0,0,117,766.6666666666666
flat,signature global orchard avenue,sector 93,0.36,6716.0,2,2,2,6.0,Relatively New,604.0,0,0,0,0,0,0,16,268.0
house,independent,sector 9,0.22,7407.0,2,2,2,1.0,Old Property,37.0,0,0,0,0,0,0,0,148.5
house,independent,sector 4,3.25,14444.0,3,3,2,2.0,Old Property,2250.0,0,0,0,0,0,0,27,750.0
flat,adani brahma samsara vilasa,sector 63,3.4,10000.0,3,3,3+,1.0,New Property,3077.0,0,0,0,0,0,0,99,1133.3333333333333
flat,la vida by tata housing,sector 113,1.75,10492.0,2,2,3,10.0,Relatively New,1424.0,1,0,0,0,0,0,93,834.0
house,independent,sector 31,3.5,24155.0,4,4,3,2.0,Old Property,1449.0,0,0,1,0,0,1,70,362.25
flat,tulip violet,sector 69,1.46,9252.0,3,3,2,0.0,Relatively New,1428.0,0,0,0,1,0,1,174,526.0
flat,zara aavaas,sector 104,0.26,7808.0,1,1,2,0.0,Relatively New,301.0,0,0,0,0,0,0,91,333.0
flat,ireo skyon,sector 60,2.65,13125.0,3,4,3+,7.0,Moderately Old,2037.0,0,1,0,0,0,1,152,673.0
flat,shapoorji pallonji joyville,sector 102,1.1,12022.0,2,2,1,7.0,Relatively New,915.0,0,0,0,0,0,0,0,457.5
flat,whiteland blissville,sector 76,1.92,11497.0,3,3,2,2.0,Under Construction,1672.0,0,0,0,0,0,0,61,556.6666666666666
flat,central park flower valley,sohna road,1.65,17442.0,3,3,0,1.0,Relatively New,1051.0,0,0,0,0,0,0,66,315.3333333333333
flat,eldeco accolade,sohna road,0.71,4907.0,2,2,3+,10.0,Relatively New,1131.0,1,0,0,0,0,0,49,723.5
house,independent,sector 3,0.9,8929.0,3,1,0,1.0,Moderately Old,1008.0,0,0,0,0,0,0,0,336.0
flat,conscient elevate,sector 59,6.75,19882.0,4,4,2,10.0,New Property,2567.0,0,1,0,0,0,0,31,848.75
flat,ss the coralwood,sector 84,1.01,5771.0,3,3,2,18.0,Relatively New,1475.0,0,0,0,0,0,0,40,583.3333333333334
flat,ss the leaf,sector 85,1.1,6318.0,2,2,3+,3.0,Relatively New,1464.0,0,0,1,0,0,0,143,870.5
flat,mvn athens,sohna road,0.25,5187.0,2,2,1,3.0,Relatively New,535.0,0,0,0,0,0,0,51,241.0
house,nirvana country,sector 50,10.0,14286.0,5,7,2,4.0,Moderately Old,7000.0,0,1,0,0,0,2,0,1400.0
house,independent,sector 13,0.62,3588.0,6,6,0,3.0,Old Property,192.0,0,0,0,0,0,0,0,288.0
flat,kamal residence,sohna road,0.4,7634.0,2,2,1,0.0,New Property,582.0,0,0,0,0,1,1,16,262.0
house,independent,sector 4,0.47,3518.0,3,4,0,3.0,Moderately Old,1350.0,0,0,0,0,0,0,0,445.3333333333333
flat,sare green parc phase 3,sector 92,1.08,5150.0,4,4,2,16.0,New Property,1891.0,0,1,0,0,0,0,107,524.25
flat,ats triumph,sector 104,2.6,8254.0,4,4,3+,12.0,Relatively New,2851.0,0,1,0,0,0,0,118,787.5
flat,dlf the belaire,sector 54,10.0,24558.0,4,5,3+,17.0,Moderately Old,3000.0,0,1,0,0,0,2,167,1018.0
flat,tulip leaf,sector 69,2.07,11424.0,3,3,3,16.0,Relatively New,1640.0,0,0,0,0,0,0,49,604.0
flat,ramprastha city,dwarka expressway,1.3,9028.0,3,3,2,3.0,Under Construction,1303.0,0,0,0,0,0,0,0,480.0
flat,smart world orchard,sector 61,2.6,14723.0,3,3,2,2.0,New Property,1766.0,0,0,0,0,0,0,47,588.6666666666666
house,independent,sector 43,2.15,13030.0,1,1,0,1.0,Moderately Old,1650.0,0,0,0,0,0,0,0,1650.0
flat,smart world orchard,sector 61,1.55,13478.0,2,2,1,3.0,Under Construction,1041.0,1,0,0,0,0,0,43,575.0
flat,godrej nature plus,sector 33,1.35,8671.0,3,2,3+,17.0,New Property,1409.0,0,0,0,0,0,0,38,519.0
flat,godrej nature plus,sector 33,1.35,8232.0,3,2,3+,7.0,Under Construction,1484.0,0,0,0,1,0,0,49,546.6666666666666
flat,shapoorji pallonji joyville gurugram,sector 102,1.8,10638.0,3,3,3,5.0,Relatively New,1531.0,0,0,0,0,0,0,49,564.0
flat,emaar gurgaon greens,sector 102,1.3,7879.0,3,3,3,7.0,Relatively New,1388.0,0,1,0,0,0,0,93,550.0
flat,bestech altura,sector 79,1.72,8000.0,3,4,3+,5.0,Relatively New,1695.0,0,1,0,0,0,1,174,716.6666666666666
flat,signature global solera,sector 107,0.27,5521.0,2,2,2,0.0,Relatively New,543.0,0,0,0,0,0,0,45,244.5
flat,dlf park place,sector 54,6.75,24963.0,4,4,2,8.0,Moderately Old,2076.0,0,1,0,0,0,2,135,676.0
flat,indiabulls centrum park,sector 103,1.34,7486.0,3,3,3+,13.0,Relatively New,1560.0,1,0,0,0,0,0,93,596.6666666666666
flat,supertech new soft launch,sector 68,0.84,7119.0,2,2,2,7.0,New Property,1180.0,0,0,0,0,0,0,0,590.0
flat,emaar mgf the palm drive,sector 66,3.0,15385.0,3,3,2,12.0,Relatively New,1950.0,0,1,0,0,0,0,96,650.0
house,ansal sushant lok plots,sector 43,7.0,25926.0,5,5,3+,3.0,Relatively New,2700.0,1,1,0,1,0,1,41,540.0
flat,orchid petals,sector 49,4.79,11629.0,5,5,3+,14.0,Relatively New,3724.0,1,1,0,1,0,0,49,823.8
house,ansal api esencia,sector 67,5.46,24170.0,4,5,3+,2.0,Relatively New,2259.0,1,0,1,1,0,1,103,564.75
flat,godrej nature plus,sector 33,1.45,15659.0,3,2,3+,20.0,Under Construction,118.0,1,0,0,0,0,0,144,308.6666666666667
flat,smart world gems,sector 89,0.85,7706.0,2,2,2,2.0,Under Construction,1226.0,1,0,0,0,0,0,45,551.5
flat,adani brahma samsara vilasa,sector 63,4.49,14254.0,4,4,3+,3.0,New Property,3150.0,0,0,0,0,0,1,96,787.5
house,independent,sector 25,13.5,37313.0,5,6,3+,4.0,Old Property,3618.0,0,0,0,0,1,1,79,723.6
flat,la vida by tata housing,sector 113,2.33,12534.0,3,3,3,3.0,New Property,2098.0,0,1,0,0,0,0,174,619.6666666666666
flat,ireo the grand arch,sector 58,4.0,18484.0,3,4,3,5.0,Old Property,2164.0,0,1,0,0,0,1,49,721.3333333333334
flat,emaar mgf emerald floors premier,sector 65,2.9,14684.0,4,4,3+,4.0,Relatively New,1975.0,1,1,0,0,0,1,152,493.75
house,independent,sector 56,3.25,21495.0,5,6,3+,4.0,Relatively New,1512.0,0,0,0,1,1,1,27,302.4
flat,gls arawali homes,sohna road,0.3,5291.0,2,2,2,10.0,Relatively New,516.0,0,0,0,0,0,0,42,283.5
flat,suncity avenue,sector 102,0.47,8935.0,2,2,1,5.0,Relatively New,582.0,0,0,1,0,0,0,142,263.0
flat,sidhartha ncr greens,sector 95,0.96,6202.0,3,3,3,8.0,New Property,1720.0,0,0,1,1,0,0,8,516.0
flat,dlf regal gardens,sector 90,1.27,5498.0,3,3,3+,2.0,Relatively New,1500.0,0,0,0,0,1,0,72,770.0
flat,smart world gems,sector 89,1.01,9157.0,2,2,2,4.0,Under Construction,1226.0,1,0,0,0,0,0,38,551.5
house,independent,sector 105,1.3,11556.0,3,3,1,1.0,Moderately Old,1125.0,0,0,0,0,0,0,0,375.0
flat,signature global solera,sector 107,0.5,7752.0,3,2,2,6.0,Relatively New,717.0,0,0,0,0,1,0,15,215.0
flat,shree vardhman flora,sector 90,1.27,4951.0,4,5,2,9.0,New Property,2248.0,1,1,0,0,0,0,83,641.25
flat,lotus elise,sector 99,0.95,6552.0,2,3,3,7.0,Relatively New,1611.0,0,1,0,0,0,0,0,725.0
flat,godrej summit,sector 104,1.16,6388.0,3,4,3+,8.0,Relatively New,2018.0,0,1,0,0,0,1,96,605.3333333333334
flat,bestech park view residency,sector 2,1.4,7865.0,3,3,3+,8.0,Moderately Old,1611.0,0,0,0,0,0,0,92,593.3333333333334
flat,pareena coban residences,sector 99,1.02,8793.0,2,2,3,3.0,Relatively New,1430.0,1,0,0,0,0,0,174,580.0
flat,breez global hill view,sohna road,0.42,7179.0,2,2,1,18.0,Relatively New,650.0,0,0,0,0,0,0,44,292.5
flat,experion the heartsong,sector 108,0.98,13351.0,2,3,3,12.0,Relatively New,978.223232,1,1,1,1,0,0,31,367.0
flat,godrej air,sector 85,1.83,10005.0,3,3,3+,18.0,Under Construction,2032.0,0,0,0,0,0,0,110,609.6666666666666
flat,dlf ridgewood estate,sector 28,2.0,14599.0,3,3,1,12.0,Old Property,1240.0,0,0,0,0,0,1,96,456.6666666666667
house,independent,sector 46,2.25,2723.0,4,3,3,3.0,Relatively New,90.0,1,0,0,0,0,1,35,2065.5
flat,umang winter hills,sector 77,1.0,7502.0,2,2,2,3.0,New Property,1489.0,0,0,0,0,0,0,74,666.5
house,independent,sector 11,1.35,3857.0,10,6,3+,3.0,Old Property,3500.0,0,0,0,0,0,0,0,350.0
flat,the lions cghs,sector 56,2.05,7885.0,4,4,3+,7.0,Old Property,2600.0,0,0,1,0,0,1,120,650.0
flat,hcbs sports ville,sohna road,0.25,4167.0,1,1,1,12.0,Relatively New,600.0,0,0,0,0,0,0,37,600.0
flat,ss the leaf,sector 85,1.85,6579.0,4,5,3+,1.0,Relatively New,2545.0,0,0,0,0,0,0,95,703.0
flat,nagata group housing society,sector 1,0.85,3696.0,3,3,3+,4.0,Relatively New,2081.0,0,1,0,0,0,0,5,766.6666666666666
flat,tata primanti,sector 72,4.0,13769.0,4,5,3+,9.0,Relatively New,2800.0,0,1,0,0,0,1,165,726.25
flat,aipl zen residences,sector 70a,1.4,11094.0,2,2,2,16.0,Relatively New,1262.0,0,0,0,0,0,0,0,631.0
flat,m3m woodshire,sector 107,0.9,6589.0,2,2,3+,4.0,Relatively New,1236.0,0,0,0,0,0,0,21,683.0
flat,sare green parc,sector 92,0.85,6538.0,3,2,2,20.0,Relatively New,1300.0,0,0,0,0,0,0,0,433.3333333333333
flat,ats tourmaline,sector 109,1.65,7674.0,3,3,3+,16.0,Relatively New,1946.0,0,1,0,0,0,1,49,716.6666666666666
flat,ansal housing highland park,sector 103,1.25,6443.0,3,3,3+,2.0,New Property,1464.0,0,0,0,1,0,0,105,646.6666666666666
flat,godrej oasis,sector 88a,0.95,7269.0,2,2,2,6.0,Relatively New,1452.0,0,0,0,0,0,0,79,653.5
flat,dlf beverly park,sector 25,8.0,15385.0,5,5,3+,2.0,Old Property,5778.0,1,1,0,1,1,2,26,1040.0
flat,sobha city,sector 108,3.75,14940.0,3,3,2,16.0,New Property,2120.0,0,1,0,0,0,0,77,836.6666666666666
flat,shree vardhman victoria,sector 70,1.07,7926.0,2,2,3,8.0,Relatively New,1222.0,1,0,0,0,0,0,108,675.0
flat,aipl the peaceful homes,sector 70a,2.52,10723.0,3,4,3,8.0,Relatively New,2127.0,0,1,0,0,0,0,174,783.3333333333334
flat,ss the leaf,sector 85,1.93,8075.0,3,4,3,7.0,Relatively New,2400.0,0,1,0,0,0,0,174,796.6666666666666
flat,ambience creacions,sector 22,2.79,15000.0,3,3,3,13.0,New Property,1860.0,0,0,0,0,0,2,158,620.0
flat,sbr apartment,manesar,0.68,4456.0,3,3,3,2.0,Moderately Old,1526.0,0,0,0,0,0,0,0,508.6666666666667
house,independent,sector 2,5.0,15385.0,6,6,2,1.0,Old Property,3611.0,0,0,0,0,0,0,0,541.6666666666666
flat,vatika gurgaon,sector 83,0.95,6574.0,2,2,3,5.0,Relatively New,1300.0,0,0,0,0,0,1,96,722.5
flat,mrg skyline,sector 106,1.82,13392.0,3,2,2,4.0,Relatively New,1359.0,0,0,0,0,0,0,0,453.0
flat,m3m skywalk,sector 74,1.54,10815.0,2,2,3+,15.0,Relatively New,1200.0,0,0,0,0,1,0,137,712.0
flat,greenopolis,sector 89,0.9,4700.0,3,3,0,14.0,Under Construction,1910.0,0,0,0,0,0,0,67,638.3333333333334
flat,emaar palm gardens,sector 83,1.38,8023.0,3,3,3,5.0,Relatively New,1350.0,0,1,0,0,0,1,8,573.3333333333334
flat,godrej summit,sector 104,1.35,5000.0,4,5,3+,0.0,Relatively New,3000.0,1,1,1,1,0,0,112,675.0
flat,tashee capital gateway,sector 111,0.96,6500.0,2,2,1,4.0,Under Construction,1338.0,1,0,0,0,0,0,53,738.5
flat,godrej summit,sector 104,0.75,5910.0,2,2,3,6.0,Relatively New,1148.0,0,0,0,0,1,0,79,634.5
flat,emaar palm gardens,sector 83,1.72,9053.0,3,3,3,4.0,Relatively New,1600.0,0,1,0,0,0,1,165,633.3333333333334
