property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,area_to_room_ratio
flat,signature global solera,sector 107,0.38,6333.0,2,2,2,3.0,Relatively New,627.0,0,0,0,0,0,2,23,300.0
flat,hsiidc sidco aravali,manesar,0.9,3478.0,3,3,3+,8.0,Moderately Old,1900.0,0,1,0,0,0,0,23,862.6666666666666
flat,godrej aria,sector 79,0.96,13296.0,2,2,3,8.0,Relatively New,1012.0,0,0,0,0,0,0,49,361.0
flat,m3m woodshire,sector 107,1.49,6311.0,3,4,3+,5.0,Relatively New,2137.0,0,1,1,0,0,1,174,787.0
flat,shree vardhman victoria,sector 70,1.6,8205.0,3,3,3,10.0,Relatively New,1527.0,1,1,0,1,1,0,43,650.0
flat,conscient heritage max,sector 102,3.0,10490.0,4,4,3+,7.0,Relatively New,3178.0,0,0,0,0,1,1,65,715.0
flat,m3m sierra 68,sector 68,1.13,9076.0,2,2,3,9.0,Relatively New,1130.0,0,0,0,0,0,1,149,622.5
flat,sbr minda sec 1 imt manesar,manesar,0.65,4260.0,3,2,3+,6.0,Moderately Old,1696.0,0,0,0,0,0,0,5,508.6666666666667
flat,ireo victory valley,sector 67,3.05,12650.0,3,3,3+,21.0,Relatively New,2029.0,0,1,0,0,0,1,157,803.6666666666666
flat,friends apartment,sector 52,2.0,8511.0,4,3,3,5.0,Moderately Old,2091.0,0,1,0,0,0,2,111,587.5
flat,sobha city,sector 108,2.9,14478.0,3,4,2,8.0,New Property,2003.0,0,0,0,0,0,0,109,667.6666666666666
house,independent,sector 25,10.5,29022.0,5,5,3,3.0,Moderately Old,3618.0,1,1,0,1,0,0,42,723.6
flat,tulip petals,sector 89,1.55,10000.0,3,2,3,6.0,Moderately Old,1403.0,0,0,1,0,0,1,111,516.6666666666666
flat,shri ram apartments,sector 4,0.32,3368.0,2,2,1,4.0,Relatively New,1056.0,0,0,0,0,0,1,7,475.0
flat,sidhartha ncr one phase,sector 95,0.46,4646.0,2,2,0,6.0,New Property,990.0,0,0,0,0,0,0,0,495.0
flat,mapsko mount ville,sector 79,1.2,13841.0,3,3,3,18.0,Relatively New,1165.0,1,0,0,1,0,1,160,289.0
flat,conscient one,sector 109,1.7,17617.0,1,1,2,9.0,Relatively New,965.0,0,0,0,0,0,0,0,965.0
house,independent,sector 47,0.99,17188.0,4,4,3,4.0,Relatively New,576.0,0,0,0,0,0,0,13,144.0
flat,silverglades hightown residences,sector 43,4.2,19765.0,3,4,2,7.0,Under Construction,2125.0,0,0,0,0,0,0,42,708.3333333333334
flat,experion windchants,sector 112,3.0,11538.0,3,3,2,2.0,Relatively New,2600.0,0,0,0,0,1,1,49,866.6666666666666
house,ss aaron ville,sector 49,6.75,19737.0,5,4,2,2.0,Old Property,3420.0,1,1,1,0,0,0,78,684.0
flat,emaar mgf palm hills,sector 77,1.25,8621.0,3,4,3,1.0,Relatively New,1611.0,0,1,0,0,0,1,104,483.3333333333333
flat,ss the leaf,sector 85,1.99,8660.0,3,4,3+,17.0,Relatively New,2398.0,0,1,0,0,0,1,174,766.0
flat,experion the heartsong,sector 108,1.68,8387.0,3,3,3+,4.0,Relatively New,1338.29,1,1,0,0,0,1,86,667.6666666666666
flat,eldeco accolade,sohna road,0.78,6171.0,2,2,2,3.0,Relatively New,1144.0,0,0,0,0,0,0,72,632.0
flat,alpha corp gurgaonone,sector 84,1.49,7590.0,3,3,3,6.0,Relatively New,1833.0,0,1,0,0,0,0,28,654.3333333333334
flat,unitech greenwood city,sector 45,2.4,12346.0,3,3,2,1.0,New Property,195.0,0,1,0,0,0,1,19,648.0
flat,emaar mgf emerald floors premier,sector 65,2.9,14684.0,4,4,0,0.0,Relatively New,2194.0,0,0,1,0,0,0,50,493.75
flat,experion the heartsong,sector 108,2.29,8240.0,4,5,3+,8.0,Relatively New,2779.0,0,1,0,0,0,1,95,694.75
flat,emaar mgf emerald floors premier,sector 65,2.4,14545.0,3,3,3,3.0,Relatively New,1600.0,1,1,0,0,0,1,49,550.0
flat,trisara our homes 3,sohna road,0.34,5405.0,2,2,1,0.0,New Property,699.0,0,0,0,0,0,0,0,314.5
flat,imperia the esfera,sector 37,0.86,4886.0,3,3,2,0.0,New Property,1593.0,0,0,0,0,1,0,35,586.6666666666666
flat,pioneer park,sector 61,1.6,11594.0,2,2,2,21.0,Relatively New,1533.0,0,1,0,0,0,0,105,690.0
flat,vatika xpressions,sector 88,1.1,8148.0,2,4,3+,2.0,Under Construction,1350.0,1,0,0,0,0,0,58,675.0
flat,ireo skyon,sector 60,3.05,12788.0,3,3,3,9.0,Relatively New,2300.0,0,1,0,0,0,1,165,795.0
flat,signature andour heights,sector 71,0.6,10000.0,2,2,1,5.0,Relatively New,557.0,0,0,0,1,0,0,59,300.0
house,vipul tatvam villa,sector 48,8.5,21250.0,4,5,3+,2.0,Moderately Old,4000.0,1,1,0,1,1,1,49,1000.0
house,independent,sector 9,3.5,13410.0,9,9,3+,3.0,Relatively New,2610.0,1,0,0,0,0,0,23,290.0
flat,indiabulls enigma,sector 110,3.6,10588.0,4,5,3,7.0,Relatively New,3077.0,0,1,0,0,0,0,165,850.0
house,sector 15 part 2 rwa,sector 15,10.0,22222.0,5,5,2,2.0,Old Property,4518.0,0,0,0,0,0,0,49,900.0
flat,shree vardhman victoria,sector 70,1.6,8205.0,3,5,3,6.0,Relatively New,2167.0,0,1,0,0,0,0,174,650.0
house,independent,sector 10,1.7,18889.0,2,1,2,2.0,Old Property,900.0,0,0,0,0,1,0,8,450.0
house,mian wali,sector 12,1.7,9444.0,1,1,1,1.0,Old Property,1800.0,0,1,0,0,0,0,7,1800.0
flat,dlf the ultima,sector 81,2.35,11175.0,3,3,3+,14.0,Relatively New,1550.0,1,1,0,1,1,2,49,701.0
house,international city by sobha phase 2,sector 109,7.0,12963.0,5,6,2,2.0,Relatively New,5400.0,0,1,0,0,0,0,154,1080.0
flat,ramsons kshitij,sector 95,0.19,591.0,1,1,1,14.0,Relatively New,3569.0,0,0,0,0,0,0,49,3215.0
flat,adani brahma samsara vilasa,sector 63,3.35,16470.0,3,3,3+,3.0,New Property,2034.0,0,0,0,0,0,1,16,678.0
flat,spaze privy,sector 72,3.1,6693.0,4,5,3+,8.0,Moderately Old,3374.0,1,1,1,1,0,0,136,1158.0
flat,paras dews,sector 106,1.1,9735.0,3,4,3+,8.0,Relatively New,1186.0,0,1,0,0,0,1,174,376.6666666666667
house,dlf city plots,sector 26,4.0,4531.0,4,3,2,2.0,Relatively New,8829.0,0,0,0,0,0,1,0,2207.25
flat,adani m2k oyster grande,sector 102,2.5,7817.0,4,5,3+,10.0,Relatively New,2600.0,0,1,0,1,0,1,174,799.5
flat,orchid petals,sector 49,2.09,11579.0,3,3,3,0.0,Relatively New,1633.0,0,0,0,0,0,0,49,601.6666666666666
flat,orchid petals,sector 49,2.35,11559.0,3,3,3,15.0,Relatively New,2030.0,0,0,0,0,1,0,49,677.6666666666666
flat,signature global park,sohna road,0.67,5537.0,2,2,3,4.0,Relatively New,1095.0,0,0,0,1,0,0,127,605.0
flat,m3m heights,sector 65,1.9,14996.0,2,2,3,4.0,Under Construction,1141.0,0,0,0,0,0,0,54,633.5
flat,signature global park,sohna road,0.7,6071.0,3,3,3,2.0,Relatively New,1281.0,0,0,0,1,0,0,152,384.3333333333333
flat,ild greens,sector 37,0.78,5714.0,2,2,3,1.0,Moderately Old,1068.1,0,0,0,0,0,1,103,682.5
house,eros rosewood city,sector 49,3.75,22046.0,3,3,1,2.0,Old Property,1701.0,0,0,0,1,0,1,6,567.0
flat,godrej habitat,sector 3,1.35,12784.0,2,2,0,4.0,Old Property,1056.0,0,0,0,0,0,0,60,528.0
flat,krrish provence estate,gwal pahari,5.5,9483.0,4,5,3+,11.0,New Property,5249.0,1,1,0,1,0,0,151,1450.0
flat,ireo uptown,sector 66,1.85,12568.0,2,3,3,16.0,Relatively New,1470.0,0,1,0,0,1,1,79,736.0
flat,godrej aria,sector 79,0.95,6552.0,2,2,3,5.0,Relatively New,1611.0,0,0,0,0,0,1,174,725.0
flat,kendriya vihar,sector 56,0.47,7769.0,1,1,1,3.0,Old Property,672.0,0,0,0,0,0,1,52,605.0
flat,m3m heights,sector 65,1.99,15794.0,2,2,2,26.0,Under Construction,1140.0,0,0,0,0,0,0,48,630.0
flat,corona optus,sector 37,1.25,7090.0,3,3,3,4.0,Relatively New,1350.0,0,0,0,0,1,0,49,587.6666666666666
flat,umang winter hills,sector 77,0.75,5589.0,2,2,2,8.0,Relatively New,1140.0,0,0,1,0,0,1,102,671.0
house,birla navya,sector 63a,3.85,15437.0,3,3,3+,4.0,New Property,2771.0,0,1,0,0,0,1,160,831.3333333333334
flat,shree vardhman flora,sector 90,0.96,5120.0,3,4,3,3.0,New Property,1697.0,0,1,0,0,0,0,106,625.0
flat,sunischit apartments,sector 54,1.69,7953.0,3,3,3+,5.0,Old Property,1991.0,0,1,0,0,0,1,65,708.3333333333334
flat,godrej oasis,sector 88a,1.45,8082.0,3,3,3,12.0,Relatively New,1993.0,0,0,0,0,0,0,49,598.0
house,international city by sobha phase 2,sector 109,6.25,11574.0,4,4,3+,2.0,Relatively New,5400.0,0,1,0,0,0,0,138,1350.0
flat,g l s arawali homes,sohna road,0.26,4514.0,2,2,2,1.0,Moderately Old,521.0,0,0,0,0,0,0,0,288.0
flat,ats triumph,sector 104,1.73,7555.0,3,4,3+,15.0,Relatively New,2072.0,0,1,0,0,0,0,159,763.3333333333334
flat,central park resort belgravia residences,sector 48,6.25,24300.0,3,5,3+,5.0,Moderately Old,3200.0,0,1,0,0,0,1,49,857.3333333333334
flat,m3m capital,sector 113,2.87,12489.0,4,4,3+,3.0,Under Construction,2553.0,0,1,0,0,0,0,65,574.5
flat,puri diplomatic greens,sector 111,2.65,13590.0,3,4,2,7.0,Relatively New,2086.0,0,1,0,0,0,1,159,650.0
flat,ambience creacions,sector 22,1.65,11957.0,2,2,2,9.0,Relatively New,1200.0,0,0,0,1,1,2,133,690.0
flat,dlf regal gardens,sector 90,1.2,6838.0,3,3,3+,15.0,Relatively New,1572.0,0,0,0,0,0,0,118,585.0
house,independent,sector 14,5.0,22222.0,3,3,3,1.0,Moderately Old,2250.0,0,0,0,0,0,0,25,750.0
flat,tata primanti,sector 72,3.19,12152.0,4,5,3+,20.0,Relatively New,2376.0,0,1,0,0,0,1,159,656.25
flat,dlf the ultima,sector 81,2.3,14375.0,3,4,3+,18.0,Relatively New,1854.0,0,1,0,0,0,2,174,533.3333333333334
flat,dlf the ultima,sector 81,2.3,14603.0,3,4,3+,27.0,Relatively New,1825.0,0,1,0,0,0,1,119,525.0
flat,dlf new town heights,sector 90,1.75,5721.0,4,4,3+,17.0,Relatively New,2468.0,0,1,0,1,0,0,88,764.75
flat,uphaar homes,sector 105,0.45,4737.0,3,2,1,1.0,Relatively New,1056.0,0,0,0,0,0,1,44,316.6666666666667
flat,orchid petals,sector 49,2.55,12319.0,3,4,3,8.0,Relatively New,2060.0,1,0,0,0,0,1,49,690.0
flat,belgravia resort residences,sector 48,3.45,18459.0,3,3,3,14.0,Moderately Old,1869.0,0,0,0,0,0,0,0,623.0
flat,signature signum 95a,sector 95,0.4,7782.0,2,2,2,3.0,New Property,571.0,0,0,0,0,0,1,44,257.0
flat,dlf the ultima,sector 81,2.21,10366.0,3,3,3+,3.0,Relatively New,1881.0,0,1,0,0,0,2,149,710.6666666666666
flat,hero homes,dwarka expressway,1.6,7824.0,3,3,3,1.0,New Property,1529.0,0,0,0,0,0,0,49,681.6666666666666
house,independent,sector 4,0.6,11696.0,3,3,1,2.0,Old Property,57.0,0,0,0,0,1,0,0,171.0
flat,godrej,sector 33,0.95,6859.0,2,2,3+,3.0,Under Construction,1253.0,0,0,0,0,0,0,0,692.5
house,dlf new town heights,sector 86,2.5,7827.0,4,5,3+,4.0,Moderately Old,3194.0,0,1,0,1,1,1,49,798.5
flat,shapoorji pallonji joyville gurugram,sector 102,1.77,9195.0,3,3,3,1.0,Relatively New,1653.0,0,0,0,0,0,0,151,641.6666666666666
flat,tulip ivory,sector 70,2.0,8333.0,4,5,3+,7.0,Moderately Old,2169.0,0,1,0,0,0,1,174,600.0
flat,sobha city,sector 108,4.1,23402.0,4,5,3,25.0,New Property,2343.0,1,1,0,0,0,2,97,438.0
flat,mapsko mount ville,sector 79,1.85,9640.0,3,4,3,21.0,New Property,1643.0,0,1,0,1,0,0,49,639.6666666666666
flat,sidhartha ncr one phase,sector 95,0.56,4106.0,2,2,2,10.0,Relatively New,1234.0,0,0,0,0,0,1,60,682.0
flat,the close north,sector 50,3.0,11516.0,3,3,3+,14.0,Old Property,2357.0,0,1,0,0,0,1,121,868.3333333333334
flat,pareena laxmi apartments,sector 99,0.32,5517.0,2,2,1,2.0,New Property,577.0,0,0,0,0,0,0,43,290.0
flat,pareena coban residences,sector 99,1.56,7812.0,3,5,3,4.0,New Property,1807.0,0,1,0,0,1,0,49,665.6666666666666
flat,godrej,sector 79,2.5,11141.0,3,3,3+,5.0,Relatively New,2244.0,0,0,0,0,0,0,0,748.0
flat,city shri ram apartments 1,sector 110,0.22,3667.0,2,1,1,1.0,Relatively New,543.0,0,0,0,0,0,0,0,300.0
flat,gls arawali homes,sohna road,0.3,4688.0,2,2,2,4.0,Relatively New,711.0,0,0,0,0,0,0,42,320.0
flat,m3m soulitude,sector 89,1.25,8784.0,3,3,3,3.0,New Property,1288.0,1,0,0,0,1,0,61,474.3333333333333
house,dlf city plots,sector 26,13.5,29880.0,5,5,3,2.0,Old Property,4518.0,1,1,1,1,0,1,110,903.6
house,dlf new town heights,sector 91,2.5,7058.0,4,4,3+,3.0,Moderately Old,3400.0,1,1,1,1,0,1,80,885.5
house,independent,sector 43,6.5,35403.0,5,4,3+,3.0,Moderately Old,1836.0,0,1,0,1,0,1,54,367.2
flat,dlf exclusive floors,sector 43,2.35,14242.0,3,3,2,1.0,Old Property,1527.0,0,0,1,0,0,1,102,550.0
flat,parsvnath exotica,sector 53,5.0,17241.0,3,4,3,7.0,Old Property,3222.0,0,1,0,0,0,1,24,966.6666666666666
flat,la vida by tata housing,sector 113,2.35,10600.0,3,3,3,11.0,New Property,2210.0,0,1,0,0,0,0,174,739.0
flat,emaar palm gardens,sector 83,1.35,12329.0,3,3,3,7.0,Relatively New,1387.0,0,1,0,0,0,0,24,365.0
flat,shree vardhman victoria,sector 70,1.8,9231.0,3,4,3,2.0,New Property,1527.0,0,1,0,0,1,0,45,650.0
flat,conscient heritage max,sector 102,2.15,9307.0,3,4,3,13.0,Relatively New,1945.0,1,1,0,0,0,0,101,770.0
flat,dlf icon,sector 43,5.8,20707.0,4,4,3+,18.0,Old Property,2801.0,0,0,0,0,0,0,0,700.25
house,independent,sector 57,4.7,21759.0,3,3,2,2.0,Old Property,2160.0,0,1,0,0,1,0,43,720.0
flat,supertech hues,sector 68,0.9,7627.0,2,2,2,1.0,New Property,1311.0,0,0,0,0,0,0,44,590.0
flat,zara aavaas,sector 104,0.4,7030.0,2,2,1,4.0,Relatively New,514.0,0,0,0,0,0,0,52,284.5
flat,ats tourmaline,sector 109,1.72,8000.0,3,4,3+,7.0,Relatively New,1797.0,0,1,0,0,0,0,167,716.6666666666666
house,not applicable,sector 4,0.4,9259.0,1,1,1,1.0,Moderately Old,432.0,0,0,0,0,0,0,0,432.0
flat,bestech park view sanskruti,sector 92,1.55,7769.0,3,4,3,8.0,Relatively New,1805.0,0,1,0,0,0,0,49,665.0
house,nirvana cedar crest,sector 50,3.99,8867.0,4,5,3+,4.0,New Property,4500.0,0,1,0,1,0,1,112,1125.0
flat,bestech park view grand spa,sector 81,2.3,8647.0,3,4,3+,7.0,Relatively New,2280.0,0,1,0,0,0,1,49,886.6666666666666
flat,ireo victory valley,sector 67,2.99,11832.0,3,3,3,4.0,Relatively New,2200.0,0,1,0,0,0,1,37,842.3333333333334
flat,emaar mgf emerald floors premier,sector 65,2.8,16970.0,3,3,2,3.0,Relatively New,1650.0,0,1,0,0,0,0,105,550.0
flat,residency grand,sector 52,5.0,9615.0,5,5,3+,2.0,Moderately Old,5200.0,0,0,0,0,0,0,0,1040.0
flat,ashiana mulberry,sohna road,1.07,6185.0,3,3,3+,7.0,Relatively New,1600.0,0,0,0,0,0,0,167,576.6666666666666
flat,bestech park view ananda,sector 81,1.45,8735.0,3,2,3+,3.0,Relatively New,1352.0,0,0,0,0,1,0,45,553.3333333333334
flat,silverglades the melia,sohna road,1.01,6999.0,2,2,3,12.0,Under Construction,1184.0,1,0,0,0,0,0,80,721.5
house,dlf alameda,sector 73,17.0,35109.0,5,8,3,3.0,Relatively New,9000.0,1,1,1,1,0,2,87,968.4
flat,parsvnath green ville,sector 48,1.6,8377.0,3,3,3,13.0,Old Property,1700.0,0,0,0,0,1,1,119,636.6666666666666
house,independent,sector 105,0.6,13333.0,3,3,0,3.0,Moderately Old,450.0,0,0,0,0,0,0,0,150.0
flat,la vida by tata housing,sector 113,3.05,11338.0,3,4,3,15.0,New Property,2600.0,0,1,0,0,0,0,174,896.6666666666666
flat,emaar mgf the palm drive,sector 66,3.98,18091.0,3,4,3+,2.0,Moderately Old,2200.0,0,1,0,0,0,1,123,733.3333333333334
flat,tulip violet,sector 69,1.75,9459.0,3,4,2,0.0,Relatively New,2056.0,0,0,0,0,0,1,174,616.6666666666666
flat,pioneer urban presidia,sector 62,6.5,14987.0,4,4,3+,3.0,Moderately Old,3925.0,1,0,0,0,0,0,86,1084.25
flat,tulip violet,sector 69,1.43,9039.0,3,3,2,1.0,Relatively New,1428.0,0,0,0,1,0,0,102,527.3333333333334
house,bhim nagar society,sector 6,0.4,2500.0,4,2,2,1.0,Moderately Old,1600.0,0,0,0,0,0,0,0,400.0
flat,whiteland  the aspen,sector 76,3.5,11917.0,3,4,3,8.0,Under Construction,2937.0,0,0,0,0,0,0,0,979.0
flat,emaar imperial gardens,sector 102,1.92,9600.0,3,3,3,12.0,Relatively New,2222.0,1,1,1,1,0,0,95,666.6666666666666
flat,the new crpf apartments,sector 9,0.75,5814.0,3,3,3,6.0,Old Property,1433.0,0,0,0,1,0,0,31,430.0
flat,breez global heights,sohna road,0.39,4105.0,2,2,2,3.0,Relatively New,720.0,0,0,0,0,0,0,0,475.0
flat,signature global park,sohna road,0.54,6331.0,2,2,2,4.0,Relatively New,939.0,0,0,0,1,0,0,159,426.5
flat,dlf the ultima,sector 81,2.5,11726.0,3,3,2,20.0,Relatively New,1700.0,0,1,0,0,0,2,174,710.6666666666666
flat,godrej habitat,sector 3,1.25,8657.0,2,2,3,14.0,Under Construction,1161.0,0,0,0,0,0,0,36,722.0
flat,oriental valley chs,sector 9,1.5,9091.0,4,3,3+,8.0,Relatively New,1833.0,0,0,0,0,0,1,8,412.5
flat,emaar gurgaon greens,sector 102,1.52,9212.0,3,3,3,7.0,Relatively New,1315.0,0,1,0,0,0,1,137,550.0
flat,vatika gurgaon,sector 83,0.83,6667.0,2,2,2,12.0,Relatively New,1154.0,0,0,0,1,0,0,165,622.5
flat,experion the heartsong,sector 108,3.0,18394.0,4,5,3+,2.0,Relatively New,2204.25,0,1,0,0,0,2,149,407.75
flat,sare crescent parc,sector 92,0.95,5013.0,4,5,3+,13.0,Relatively New,1895.0,0,0,0,0,0,0,0,473.75
flat,pyramid urban homes 2,sector 86,0.5,9690.0,2,2,2,6.0,Old Property,573.0,0,0,0,0,0,0,15,258.0
house,independent,sector 46,3.55,24500.0,5,4,3+,3.0,Moderately Old,1449.0,0,1,0,0,0,1,73,289.8
flat,housing board colony,sector 51,0.3,4630.0,1,1,0,0.0,Moderately Old,80.0,1,0,0,0,0,0,15,648.0
house,independent,sector 57,3.5,21605.0,4,4,3+,3.0,Old Property,1620.0,0,0,1,0,0,1,67,405.0
flat,godrej aria,sector 79,1.7,7427.0,3,4,3+,6.0,New Property,1659.0,0,1,0,0,0,0,81,763.0
flat,dlf park place,sector 54,4.86,25920.0,3,4,3+,7.0,Relatively New,1875.0,0,1,0,0,0,1,49,625.0
flat,sare crescent parc royal greens phase 1,sector 92,0.5,5000.0,2,2,3,2.0,Relatively New,1000.0,0,0,0,0,0,0,0,500.0
flat,adani m2k oyster grande,sector 102,2.6,10008.0,3,3,3,2.0,Relatively New,2351.0,1,1,1,0,0,0,118,866.0
flat,emaar gurgaon greens,sector 102,1.4,8485.0,3,3,3,9.0,Relatively New,1413.0,0,1,0,0,0,0,49,550.0
house,independent,sector 26,18.9,41833.0,6,8,2,3.0,Relatively New,4518.0,1,1,1,1,0,1,120,753.0
flat,adani m2k oyster grande,sector 102,2.5,7817.0,4,5,3+,5.0,Relatively New,2894.0,0,1,0,0,0,0,76,799.5
flat,"new colony, gurgaon",sector 7,0.8,8097.0,3,2,1,4.0,Relatively New,1100.0,0,0,0,0,0,1,69,329.3333333333333
flat,hero homes,sector 104,1.75,10361.0,3,3,3,2.0,Under Construction,1529.0,0,0,0,0,0,0,30,563.0
flat,mahindra luminare,sector 59,5.8,19174.0,3,4,3,16.0,New Property,3361.0,0,1,0,0,0,1,49,1008.3333333333334
flat,awho sispal vihar,sector 49,2.0,7262.0,4,3,3+,4.0,Old Property,2492.0,0,0,0,0,0,0,65,688.5
flat,ireo the grand arch,sector 58,2.2,16000.0,2,2,1,5.0,Relatively New,1528.0,0,0,0,1,0,1,49,687.5
flat,dlf the ultima,sector 81,3.5,11686.0,4,5,3+,7.0,Relatively New,2577.0,0,1,0,0,0,2,174,748.75
flat,dlf express greens,manesar,1.6,6809.0,4,6,3+,4.0,Relatively New,2611.0,1,1,0,1,0,0,49,587.5
flat,ss the leaf,sector 85,2.15,8929.0,3,5,3,2.0,New Property,2179.0,0,0,0,0,0,0,53,802.6666666666666
flat,rof ananda,sector 95,0.2,5464.0,1,1,1,9.0,Relatively New,407.0,0,0,0,1,0,0,52,366.0
flat,bestech park view grand spa,sector 81,3.0,9419.0,4,5,2,6.0,Relatively New,2882.0,0,1,0,0,0,1,110,796.25
flat,signature global park,sohna road,0.58,7056.0,2,2,2,3.0,Relatively New,822.0,0,0,0,0,0,0,58,411.0
flat,m3m skycity,sector 65,2.85,15591.0,3,3,3,43.0,Under Construction,1828.0,0,0,0,0,0,1,115,609.3333333333334
flat,adani m2k oyster grande,sector 102,2.4,9306.0,3,4,3+,3.0,Relatively New,2334.0,1,0,0,0,0,1,49,859.6666666666666
flat,tata primanti,sector 72,6.5,15294.0,4,4,3+,0.0,Relatively New,3846.0,1,1,0,1,0,0,67,1062.5
flat,mapsko mount ville,sector 79,1.28,8556.0,3,3,3,16.0,Relatively New,1265.0,1,0,0,0,0,1,128,498.6666666666667
flat,hsiidc sidco shivalik apartments,manesar,0.85,5102.0,3,2,2,5.0,Moderately Old,1508.0,0,0,0,0,0,0,0,555.3333333333334
flat,indiabulls enigma,sector 110,4.25,10954.0,5,5,3+,4.0,Relatively New,3511.0,0,1,0,0,0,0,101,776.0
flat,ansal housing highland park,sector 103,0.8,5878.0,2,2,3,3.0,New Property,1089.0,0,0,0,1,0,0,174,680.5
flat,m3m heights,sector 65,2.25,13612.0,2,2,3,5.0,Under Construction,1592.0,0,0,0,0,0,0,48,826.5
house,international city by sobha phase 2,sector 109,10.0,27778.0,4,5,3+,2.0,New Property,3600.0,1,1,0,1,1,1,49,900.0
flat,signature global city,sector 37d,0.8,8421.0,2,2,2,2.0,Under Construction,860.0,0,0,0,0,0,0,42,475.0
flat,conscient elevate,sector 59,4.02,17501.0,3,3,1,3.0,Under Construction,2550.0,0,0,0,0,0,0,31,765.6666666666666
flat,indiabulls centrum park,sector 103,2.4,8348.0,4,6,3+,15.0,Relatively New,2456.0,0,1,0,0,0,0,156,718.75
flat,vatika gurgaon,sector 83,1.12,6455.0,3,3,2,17.0,Moderately Old,1500.0,0,0,0,0,0,1,111,578.3333333333334
flat,antriksh heights,sector 84,1.05,5012.0,4,4,3+,3.0,New Property,1896.0,1,0,0,0,0,0,66,523.75
flat,cghs vidya enclave,sector 56,1.7,10968.0,3,2,3,6.0,Old Property,1585.0,0,0,1,0,0,0,101,516.6666666666666
flat,ss,sector 85,2.1,7468.0,4,4,3,2.0,Relatively New,2600.0,0,0,0,0,0,0,49,703.0
flat,ambience lagoon,sector 24,4.25,13281.0,3,4,3+,3.0,Old Property,3201.0,0,1,0,1,0,1,143,1066.6666666666667
flat,conscient heritage max,sector 102,2.22,13875.0,3,4,3+,15.0,Relatively New,2000.0,1,1,0,0,0,0,82,533.3333333333334
house,shivaji nagar residential,sector 11,3.08,11407.0,6,4,2,1.0,Moderately Old,2700.0,0,0,0,0,0,0,0,450.0
flat,shapoorji pallonji joyville gurugram,sector 102,2.5,13998.0,3,3,3,15.0,Under Construction,1653.0,0,0,0,0,0,0,151,595.3333333333334
flat,aipl club residences,sector 70a,0.95,10215.0,2,2,1,11.0,New Property,930.0,0,0,0,0,0,1,103,465.0
house,independent,sector 43,9.5,42222.0,5,5,3+,2.0,Relatively New,2250.0,0,1,0,1,0,1,88,450.0
flat,imperia the esfera,sector 37,0.87,5513.0,2,3,3+,5.0,Relatively New,1300.0,1,0,0,0,0,0,109,789.0
flat,divya apartments,sector 6,0.6,7595.0,2,2,0,2.0,Relatively New,790.0,0,0,0,0,0,1,15,395.0
flat,tulip violet,sector 69,1.2,8889.0,2,3,1,0.0,Relatively New,1222.0,0,0,0,0,0,0,150,675.0
flat,m3m woodshire,sector 107,1.3,8922.0,3,3,3+,4.0,Relatively New,1554.0,0,0,0,1,0,1,174,485.6666666666667
flat,signature global park,sohna road,0.9,8036.0,3,2,0,2.0,Under Construction,1120.0,0,0,0,0,0,0,58,373.3333333333333
flat,emaar mgf emerald floors premier,sector 65,2.36,14303.0,3,3,3,0.0,Relatively New,1493.0,1,1,0,0,0,1,159,550.0
flat,central park flower valley cerise floors,sector 33,1.3,10744.0,2,2,2,3.0,New Property,1095.0,1,0,0,0,0,0,22,605.0
flat,shree balaji appartment,sector 33,0.4,5000.0,2,2,2,1.0,Relatively New,724.0,0,0,0,0,0,2,0,400.0
flat,ild greens,sector 37,0.9,5614.0,3,3,3,0.0,Under Construction,1500.0,0,0,0,0,0,0,66,534.3333333333334
flat,dlf park place,sector 54,4.85,25867.0,3,4,3+,25.0,Relatively New,1875.0,0,1,0,0,0,1,26,625.0
flat,signature global park,sohna road,0.54,6506.0,2,2,1,2.0,Relatively New,922.0,0,0,0,0,0,0,16,415.0
flat,orris aster court premier,sector 85,1.5,5859.0,4,5,3+,6.0,New Property,2017.0,0,1,0,0,0,1,28,640.0
flat,m3m woodshire,sector 107,1.29,8836.0,3,3,3+,1.0,Relatively New,1690.0,0,0,0,1,0,1,174,486.6666666666667
flat,breez global hill view,sohna road,2.6,5215.0,2,2,2,6.0,New Property,4986.0,0,0,0,0,0,0,42,2493.0
house,independent,sector 26,4.5,33333.0,3,3,2,2.0,Old Property,1350.0,0,0,0,1,0,1,58,450.0
house,jacob pura,sector 12,0.35,9722.0,2,1,0,2.0,Old Property,360.0,0,0,0,0,0,0,0,180.0
flat,shree vardhman victoria,sector 70,1.62,8308.0,3,5,3,9.0,Relatively New,1527.0,0,1,0,0,0,0,43,650.0
flat,ss the leaf,sector 85,1.3,10484.0,2,2,3+,10.0,Relatively New,1491.0,0,0,1,0,0,0,148,620.0
flat,sbtl caladium,sector 109,1.88,6154.0,4,5,3,10.0,Relatively New,2765.0,0,0,0,0,0,0,110,763.75
flat,ats kocoon,sector 109,1.7,9742.0,3,3,3,22.0,Relatively New,1550.0,0,0,0,0,0,0,74,581.6666666666666
flat,ss the leaf,sector 85,2.15,7646.0,4,5,3+,1.0,Relatively New,2545.0,0,1,0,0,0,0,165,703.0
